,state,district,year,month,Bio_bio_age_5_17,Bio_bio_age_17_
3350,Madhya Pradesh,Khandwa,2025,11,2779.0,4191.0
3351,Madhya Pradesh,Khandwa,2025,12,4166.0,6288.0
3352,Madhya Pradesh,Khargone,2025,3,9114.0,12018.0
3353,Madhya Pradesh,Khargone,2025,4,14478.0,11663.0
3354,Madhya Pradesh,Khargone,2025,5,12450.0,10928.0
3355,Madhya Pradesh,Khargone,2025,6,13846.0,11623.0
3356,Madhya Pradesh,Khargone,2025,7,16373.0,19270.0
3357,Madhya Pradesh,Khargone,2025,9,5852.0,9384.0
3358,Madhya Pradesh,Khargone,2025,10,2256.0,3549.0
3359,Madhya Pradesh,Khargone,2025,11,3611.0,6709.0
3360,Madhya Pradesh,Khargone,2025,12,6031.0,9864.0
3361,Madhya Pradesh,Maihar,2025,3,0.0,0.0
3362,Madhya Pradesh,Maihar,2025,4,21.0,71.0
3363,Madhya Pradesh,Maihar,2025,6,10.0,67.0
3364,Madhya Pradesh,Maihar,2025,7,63.0,247.0
3365,Madhya Pradesh,Maihar,2025,9,29.0,206.0
3366,Madhya Pradesh,Maihar,2025,10,19.0,135.0
3367,Madhya Pradesh,Maihar,2025,11,22.0,252.0
3368,Madhya Pradesh,Maihar,2025,12,32.0,347.0
3369,Madhya Pradesh,Mandla,2025,3,3181.0,4150.0
3370,Madhya Pradesh,Mandla,2025,4,5930.0,3749.0
3371,Madhya Pradesh,Mandla,2025,5,5699.0,3652.0
3372,Madhya Pradesh,Mandla,2025,6,6519.0,3741.0
3373,Madhya Pradesh,Mandla,2025,7,5360.0,3927.0
3374,Madhya Pradesh,Mandla,2025,9,2000.0,2223.0
3375,Madhya Pradesh,Mandla,2025,10,1565.0,1277.0
3376,Madhya Pradesh,Mandla,2025,11,1626.0,1745.0
3377,Madhya Pradesh,Mandla,2025,12,3044.0,2859.0
3378,Madhya Pradesh,Mandsaur,2025,3,5021.0,6824.0
3379,Madhya Pradesh,Mandsaur,2025,4,6308.0,5411.0
3380,Madhya Pradesh,Mandsaur,2025,5,6827.0,5260.0
3381,Madhya Pradesh,Mandsaur,2025,6,9255.0,5978.0
3382,Madhya Pradesh,Mandsaur,2025,7,9157.0,8669.0
3383,Madhya Pradesh,Mandsaur,2025,9,3024.0,3869.0
3384,Madhya Pradesh,Mandsaur,2025,10,1289.0,1812.0
3385,Madhya Pradesh,Mandsaur,2025,11,1916.0,3120.0
3386,Madhya Pradesh,Mandsaur,2025,12,4176.0,4544.0
3387,Madhya Pradesh,Mauganj,2025,3,0.0,0.0
3388,Madhya Pradesh,Mauganj,2025,5,16.0,57.0
3389,Madhya Pradesh,Mauganj,2025,6,11.0,45.0
3390,Madhya Pradesh,Mauganj,2025,7,10.0,61.0
3391,Madhya Pradesh,Mauganj,2025,9,12.0,282.0
3392,Madhya Pradesh,Mauganj,2025,10,6.0,177.0
3393,Madhya Pradesh,Mauganj,2025,11,7.0,149.0
3394,Madhya Pradesh,Mauganj,2025,12,21.0,207.0
3395,Madhya Pradesh,Morena,2025,3,13912.0,6993.0
3396,Madhya Pradesh,Morena,2025,4,13836.0,6276.0
3397,Madhya Pradesh,Morena,2025,5,14885.0,5592.0
3398,Madhya Pradesh,Morena,2025,6,17497.0,6814.0
3399,Madhya Pradesh,Morena,2025,7,13907.0,8309.0
3400,Madhya Pradesh,Morena,2025,9,5092.0,4635.0
3401,Madhya Pradesh,Morena,2025,10,2237.0,2221.0
3402,Madhya Pradesh,Morena,2025,11,5282.0,4264.0
3403,Madhya Pradesh,Morena,2025,12,7818.0,5989.0
3404,Madhya Pradesh,Narmadapuram,2025,3,4302.0,6827.0
3405,Madhya Pradesh,Narmadapuram,2025,4,8804.0,7708.0
3406,Madhya Pradesh,Narmadapuram,2025,5,6604.0,7069.0
3407,Madhya Pradesh,Narmadapuram,2025,6,8437.0,7871.0
3408,Madhya Pradesh,Narmadapuram,2025,7,6411.0,8758.0
3409,Madhya Pradesh,Narmadapuram,2025,9,4144.0,6759.0
3410,Madhya Pradesh,Narmadapuram,2025,10,1510.0,2385.0
3411,Madhya Pradesh,Narmadapuram,2025,11,2493.0,3698.0
3412,Madhya Pradesh,Narmadapuram,2025,12,3933.0,6193.0
3413,Madhya Pradesh,Narsinghpur,2025,3,2290.0,3210.0
3414,Madhya Pradesh,Narsinghpur,2025,4,4865.0,3480.0
3415,Madhya Pradesh,Narsinghpur,2025,5,4691.0,3840.0
3416,Madhya Pradesh,Narsinghpur,2025,6,6128.0,4615.0
3417,Madhya Pradesh,Narsinghpur,2025,7,7018.0,5833.0
3418,Madhya Pradesh,Narsinghpur,2025,9,3469.0,3748.0
3419,Madhya Pradesh,Narsinghpur,2025,10,3178.0,1713.0
3420,Madhya Pradesh,Narsinghpur,2025,11,3939.0,2690.0
3421,Madhya Pradesh,Narsinghpur,2025,12,5113.0,3645.0
3422,Madhya Pradesh,Neemuch,2025,3,2497.0,2092.0
3423,Madhya Pradesh,Neemuch,2025,4,4755.0,2081.0
3424,Madhya Pradesh,Neemuch,2025,5,5948.0,3106.0
3425,Madhya Pradesh,Neemuch,2025,6,6278.0,3534.0
3426,Madhya Pradesh,Neemuch,2025,7,6047.0,4680.0
3427,Madhya Pradesh,Neemuch,2025,9,2424.0,2177.0
3428,Madhya Pradesh,Neemuch,2025,10,1013.0,709.0
3429,Madhya Pradesh,Neemuch,2025,11,2583.0,1712.0
3430,Madhya Pradesh,Neemuch,2025,12,3334.0,2041.0
3431,Madhya Pradesh,Niwari,2025,3,158.0,132.0
3432,Madhya Pradesh,Niwari,2025,4,257.0,181.0
3433,Madhya Pradesh,Niwari,2025,5,172.0,167.0
3434,Madhya Pradesh,Niwari,2025,6,152.0,173.0
3435,Madhya Pradesh,Niwari,2025,7,157.0,190.0
3436,Madhya Pradesh,Niwari,2025,9,45.0,81.0
3437,Madhya Pradesh,Niwari,2025,10,31.0,27.0
3438,Madhya Pradesh,Niwari,2025,11,90.0,63.0
3439,Madhya Pradesh,Niwari,2025,12,132.0,87.0
3440,Madhya Pradesh,Pandhurna,2025,6,17.0,68.0
3441,Madhya Pradesh,Pandhurna,2025,9,13.0,81.0
3442,Madhya Pradesh,Pandhurna,2025,10,10.0,37.0
3443,Madhya Pradesh,Pandhurna,2025,11,9.0,64.0
3444,Madhya Pradesh,Pandhurna,2025,12,29.0,49.0
3445,Madhya Pradesh,Panna,2025,3,4877.0,8614.0
3446,Madhya Pradesh,Panna,2025,4,11063.0,6229.0
3447,Madhya Pradesh,Panna,2025,5,8098.0,4489.0
3448,Madhya Pradesh,Panna,2025,6,9056.0,5017.0
3449,Madhya Pradesh,Panna,2025,7,9743.0,6825.0
3450,Madhya Pradesh,Panna,2025,9,3527.0,3880.0
3451,Madhya Pradesh,Panna,2025,10,1505.0,1833.0
3452,Madhya Pradesh,Panna,2025,11,2698.0,3305.0
3453,Madhya Pradesh,Panna,2025,12,3265.0,4015.0
3454,Madhya Pradesh,Raisen,2025,3,3285.0,5491.0
3455,Madhya Pradesh,Raisen,2025,4,12132.0,5580.0
3456,Madhya Pradesh,Raisen,2025,5,14220.0,5558.0
3457,Madhya Pradesh,Raisen,2025,6,11788.0,5644.0
3458,Madhya Pradesh,Raisen,2025,7,10867.0,8123.0
3459,Madhya Pradesh,Raisen,2025,9,4770.0,5358.0
3460,Madhya Pradesh,Raisen,2025,10,2369.0,2759.0
3461,Madhya Pradesh,Raisen,2025,11,3149.0,4004.0
3462,Madhya Pradesh,Raisen,2025,12,5018.0,6533.0
3463,Madhya Pradesh,Rajgarh,2025,3,10071.0,14023.0
3464,Madhya Pradesh,Rajgarh,2025,4,14937.0,11041.0
3465,Madhya Pradesh,Rajgarh,2025,5,12653.0,9470.0
3466,Madhya Pradesh,Rajgarh,2025,6,14938.0,10552.0
3467,Madhya Pradesh,Rajgarh,2025,7,14161.0,14443.0
3468,Madhya Pradesh,Rajgarh,2025,9,3928.0,6349.0
3469,Madhya Pradesh,Rajgarh,2025,10,2381.0,3087.0
3470,Madhya Pradesh,Rajgarh,2025,11,4238.0,5229.0
3471,Madhya Pradesh,Rajgarh,2025,12,5759.0,7969.0
3472,Madhya Pradesh,Ratlam,2025,3,4993.0,5623.0
3473,Madhya Pradesh,Ratlam,2025,4,8712.0,5505.0
3474,Madhya Pradesh,Ratlam,2025,5,10135.0,6574.0
3475,Madhya Pradesh,Ratlam,2025,6,11493.0,7364.0
3476,Madhya Pradesh,Ratlam,2025,7,12437.0,11016.0
3477,Madhya Pradesh,Ratlam,2025,9,3284.0,4221.0
3478,Madhya Pradesh,Ratlam,2025,10,2381.0,2227.0
3479,Madhya Pradesh,Ratlam,2025,11,6518.0,4544.0
3480,Madhya Pradesh,Ratlam,2025,12,23657.0,4263.0
3481,Madhya Pradesh,Rewa,2025,3,13084.0,10964.0
3482,Madhya Pradesh,Rewa,2025,4,21559.0,8159.0
3483,Madhya Pradesh,Rewa,2025,5,19729.0,8248.0
3484,Madhya Pradesh,Rewa,2025,6,19702.0,8476.0
3485,Madhya Pradesh,Rewa,2025,7,18560.0,11058.0
3486,Madhya Pradesh,Rewa,2025,9,9342.0,8294.0
3487,Madhya Pradesh,Rewa,2025,10,4829.0,5287.0
3488,Madhya Pradesh,Rewa,2025,11,5441.0,6299.0
3489,Madhya Pradesh,Rewa,2025,12,7542.0,8386.0
3490,Madhya Pradesh,Sagar,2025,3,10882.0,12949.0
3491,Madhya Pradesh,Sagar,2025,4,17815.0,10875.0
3492,Madhya Pradesh,Sagar,2025,5,13782.0,7704.0
3493,Madhya Pradesh,Sagar,2025,6,22547.0,9845.0
3494,Madhya Pradesh,Sagar,2025,7,20512.0,12563.0
3495,Madhya Pradesh,Sagar,2025,9,7402.0,7483.0
3496,Madhya Pradesh,Sagar,2025,10,3695.0,3677.0
3497,Madhya Pradesh,Sagar,2025,11,5848.0,6024.0
3498,Madhya Pradesh,Sagar,2025,12,10361.0,8761.0
3499,Madhya Pradesh,Satna,2025,3,7162.0,11270.0
3500,Madhya Pradesh,Satna,2025,4,14637.0,7737.0
3501,Madhya Pradesh,Satna,2025,5,14010.0,7218.0
3502,Madhya Pradesh,Satna,2025,6,14539.0,8010.0
3503,Madhya Pradesh,Satna,2025,7,15899.0,11855.0
3504,Madhya Pradesh,Satna,2025,9,7279.0,8460.0
3505,Madhya Pradesh,Satna,2025,10,5087.0,5162.0
3506,Madhya Pradesh,Satna,2025,11,6780.0,6755.0
3507,Madhya Pradesh,Satna,2025,12,11263.0,9590.0
3508,Madhya Pradesh,Sehore,2025,3,4438.0,8568.0
3509,Madhya Pradesh,Sehore,2025,4,7883.0,8009.0
3510,Madhya Pradesh,Sehore,2025,5,8701.0,7423.0
3511,Madhya Pradesh,Sehore,2025,6,10218.0,9478.0
3512,Madhya Pradesh,Sehore,2025,7,9373.0,12005.0
3513,Madhya Pradesh,Sehore,2025,9,2730.0,4752.0
3514,Madhya Pradesh,Sehore,2025,10,1799.0,2349.0
3515,Madhya Pradesh,Sehore,2025,11,2761.0,4084.0
3516,Madhya Pradesh,Sehore,2025,12,7075.0,6356.0
3517,Madhya Pradesh,Seoni,2025,3,5711.0,5702.0
3518,Madhya Pradesh,Seoni,2025,4,7581.0,4981.0
3519,Madhya Pradesh,Seoni,2025,5,7207.0,5208.0
3520,Madhya Pradesh,Seoni,2025,6,7048.0,5057.0
3521,Madhya Pradesh,Seoni,2025,7,6960.0,6017.0
3522,Madhya Pradesh,Seoni,2025,9,3045.0,3763.0
3523,Madhya Pradesh,Seoni,2025,10,1820.0,1720.0
3524,Madhya Pradesh,Seoni,2025,11,2491.0,3103.0
3525,Madhya Pradesh,Seoni,2025,12,3989.0,4349.0
3526,Madhya Pradesh,Shahdol,2025,3,3159.0,7894.0
3527,Madhya Pradesh,Shahdol,2025,4,6560.0,6310.0
3528,Madhya Pradesh,Shahdol,2025,5,6223.0,4920.0
3529,Madhya Pradesh,Shahdol,2025,6,9612.0,7047.0
3530,Madhya Pradesh,Shahdol,2025,7,6589.0,6905.0
3531,Madhya Pradesh,Shahdol,2025,9,3263.0,4660.0
3532,Madhya Pradesh,Shahdol,2025,10,1755.0,2263.0
3533,Madhya Pradesh,Shahdol,2025,11,2298.0,3060.0
3534,Madhya Pradesh,Shahdol,2025,12,5954.0,6100.0
3535,Madhya Pradesh,Shajapur,2025,3,7862.0,8321.0
3536,Madhya Pradesh,Shajapur,2025,4,10065.0,7725.0
3537,Madhya Pradesh,Shajapur,2025,5,9285.0,7605.0
3538,Madhya Pradesh,Shajapur,2025,6,12774.0,10517.0
3539,Madhya Pradesh,Shajapur,2025,7,10378.0,11557.0
3540,Madhya Pradesh,Shajapur,2025,9,3525.0,5511.0
3541,Madhya Pradesh,Shajapur,2025,10,1823.0,2344.0
3542,Madhya Pradesh,Shajapur,2025,11,2972.0,4549.0
3543,Madhya Pradesh,Shajapur,2025,12,4196.0,5632.0
3544,Madhya Pradesh,Sheopur,2025,3,3043.0,3816.0
3545,Madhya Pradesh,Sheopur,2025,4,4582.0,2633.0
3546,Madhya Pradesh,Sheopur,2025,5,5608.0,2771.0
3547,Madhya Pradesh,Sheopur,2025,6,7522.0,3417.0
3548,Madhya Pradesh,Sheopur,2025,7,5450.0,3814.0
3549,Madhya Pradesh,Sheopur,2025,9,1670.0,1958.0
3550,Madhya Pradesh,Sheopur,2025,10,600.0,794.0
3551,Madhya Pradesh,Sheopur,2025,11,1458.0,1768.0
3552,Madhya Pradesh,Sheopur,2025,12,2907.0,2457.0
3553,Madhya Pradesh,Shivpuri,2025,3,9627.0,7104.0
3554,Madhya Pradesh,Shivpuri,2025,4,9941.0,5513.0
3555,Madhya Pradesh,Shivpuri,2025,5,12507.0,6663.0
3556,Madhya Pradesh,Shivpuri,2025,6,22208.0,12877.0
3557,Madhya Pradesh,Shivpuri,2025,7,22774.0,18001.0
3558,Madhya Pradesh,Shivpuri,2025,9,4679.0,8349.0
3559,Madhya Pradesh,Shivpuri,2025,10,1162.0,2324.0
3560,Madhya Pradesh,Shivpuri,2025,11,2832.0,5733.0
3561,Madhya Pradesh,Shivpuri,2025,12,4953.0,9325.0
3562,Madhya Pradesh,Sidhi,2025,3,12873.0,7426.0
3563,Madhya Pradesh,Sidhi,2025,4,16891.0,5313.0
3564,Madhya Pradesh,Sidhi,2025,5,12495.0,4528.0
3565,Madhya Pradesh,Sidhi,2025,6,13380.0,5326.0
3566,Madhya Pradesh,Sidhi,2025,7,10101.0,6514.0
3567,Madhya Pradesh,Sidhi,2025,9,3659.0,4673.0
3568,Madhya Pradesh,Sidhi,2025,10,2134.0,2657.0
3569,Madhya Pradesh,Sidhi,2025,11,2251.0,2910.0
3570,Madhya Pradesh,Sidhi,2025,12,3476.0,4600.0
3571,Madhya Pradesh,Singrauli,2025,3,9011.0,6282.0
3572,Madhya Pradesh,Singrauli,2025,4,17686.0,4659.0
3573,Madhya Pradesh,Singrauli,2025,5,11020.0,2964.0
3574,Madhya Pradesh,Singrauli,2025,6,14527.0,3691.0
3575,Madhya Pradesh,Singrauli,2025,7,10435.0,4324.0
3576,Madhya Pradesh,Singrauli,2025,9,3966.0,2866.0
3577,Madhya Pradesh,Singrauli,2025,10,2753.0,1921.0
3578,Madhya Pradesh,Singrauli,2025,11,2839.0,2074.0
3579,Madhya Pradesh,Singrauli,2025,12,3896.0,3516.0
3580,Madhya Pradesh,Tikamgarh,2025,3,9269.0,13144.0
3581,Madhya Pradesh,Tikamgarh,2025,4,18725.0,9641.0
3582,Madhya Pradesh,Tikamgarh,2025,5,13118.0,7236.0
3583,Madhya Pradesh,Tikamgarh,2025,6,14739.0,8517.0
3584,Madhya Pradesh,Tikamgarh,2025,7,17617.0,13037.0
3585,Madhya Pradesh,Tikamgarh,2025,9,3915.0,6189.0
3586,Madhya Pradesh,Tikamgarh,2025,10,1776.0,2367.0
3587,Madhya Pradesh,Tikamgarh,2025,11,3520.0,4421.0
3588,Madhya Pradesh,Tikamgarh,2025,12,6769.0,6616.0
3589,Madhya Pradesh,Ujjain,2025,3,5583.0,6762.0
3590,Madhya Pradesh,Ujjain,2025,4,8884.0,5904.0
3591,Madhya Pradesh,Ujjain,2025,5,9806.0,6639.0
3592,Madhya Pradesh,Ujjain,2025,6,11970.0,8451.0
3593,Madhya Pradesh,Ujjain,2025,7,14172.0,12453.0
3594,Madhya Pradesh,Ujjain,2025,9,7047.0,6162.0
3595,Madhya Pradesh,Ujjain,2025,10,4974.0,3087.0
3596,Madhya Pradesh,Ujjain,2025,11,10763.0,6201.0
3597,Madhya Pradesh,Ujjain,2025,12,13725.0,7368.0
3598,Madhya Pradesh,Umaria,2025,3,1403.0,3187.0
3599,Madhya Pradesh,Umaria,2025,4,2891.0,2472.0
3600,Madhya Pradesh,Umaria,2025,5,2665.0,1952.0
3601,Madhya Pradesh,Umaria,2025,6,3117.0,1755.0
3602,Madhya Pradesh,Umaria,2025,7,2441.0,1766.0
3603,Madhya Pradesh,Umaria,2025,9,2320.0,2381.0
3604,Madhya Pradesh,Umaria,2025,10,1123.0,1213.0
3605,Madhya Pradesh,Umaria,2025,11,1330.0,1587.0
3606,Madhya Pradesh,Umaria,2025,12,2611.0,3047.0
3607,Madhya Pradesh,Vidisha,2025,3,5177.0,5933.0
3608,Madhya Pradesh,Vidisha,2025,4,8486.0,5753.0
3609,Madhya Pradesh,Vidisha,2025,5,8890.0,6068.0
3610,Madhya Pradesh,Vidisha,2025,6,11346.0,6378.0
3611,Madhya Pradesh,Vidisha,2025,7,13882.0,11238.0
3612,Madhya Pradesh,Vidisha,2025,9,5593.0,6336.0
3613,Madhya Pradesh,Vidisha,2025,10,2635.0,2839.0
3614,Madhya Pradesh,Vidisha,2025,11,5012.0,5316.0
3615,Madhya Pradesh,Vidisha,2025,12,6666.0,7342.0
3616,Maharashtra,Ahilyanagar,2025,3,8357.0,22811.0
3617,Maharashtra,Ahilyanagar,2025,4,9916.0,19598.0
3618,Maharashtra,Ahilyanagar,2025,5,10782.0,21359.0
3619,Maharashtra,Ahilyanagar,2025,6,11527.0,23572.0
3620,Maharashtra,Ahilyanagar,2025,7,15751.0,28130.0
3621,Maharashtra,Ahilyanagar,2025,9,51982.0,13525.0
3622,Maharashtra,Ahilyanagar,2025,10,12949.0,18234.0
3623,Maharashtra,Ahilyanagar,2025,11,21149.0,29891.0
3624,Maharashtra,Ahilyanagar,2025,12,23435.0,26449.0
3625,Maharashtra,Akola,2025,3,5799.0,19830.0
3626,Maharashtra,Akola,2025,4,3998.0,13294.0
3627,Maharashtra,Akola,2025,5,4847.0,14365.0
3628,Maharashtra,Akola,2025,6,5342.0,13278.0
3629,Maharashtra,Akola,2025,7,7359.0,16443.0
3630,Maharashtra,Akola,2025,9,11958.0,8358.0
3631,Maharashtra,Akola,2025,10,3318.0,12701.0
3632,Maharashtra,Akola,2025,11,5024.0,21531.0
3633,Maharashtra,Akola,2025,12,6341.0,11299.0
3634,Maharashtra,Amravati,2025,3,9464.0,30849.0
3635,Maharashtra,Amravati,2025,4,7506.0,23036.0
3636,Maharashtra,Amravati,2025,5,8696.0,25649.0
3637,Maharashtra,Amravati,2025,6,10925.0,28240.0
3638,Maharashtra,Amravati,2025,7,13925.0,32626.0
3639,Maharashtra,Amravati,2025,9,24099.0,14461.0
3640,Maharashtra,Amravati,2025,10,6130.0,21179.0
3641,Maharashtra,Amravati,2025,11,10713.0,36624.0
3642,Maharashtra,Amravati,2025,12,12111.0,22050.0
3643,Maharashtra,Beed,2025,3,8169.0,16697.0
3644,Maharashtra,Beed,2025,4,8445.0,18130.0
3645,Maharashtra,Beed,2025,5,8392.0,20134.0
3646,Maharashtra,Beed,2025,6,10687.0,18234.0
3647,Maharashtra,Beed,2025,7,15543.0,23510.0
3648,Maharashtra,Beed,2025,9,29806.0,10461.0
3649,Maharashtra,Beed,2025,10,6198.0,13547.0
3650,Maharashtra,Beed,2025,11,10427.0,16174.0
3651,Maharashtra,Beed,2025,12,16930.0,13903.0
3652,Maharashtra,Bhandara,2025,3,2521.0,8744.0
3653,Maharashtra,Bhandara,2025,4,2722.0,8462.0
3654,Maharashtra,Bhandara,2025,5,2463.0,8202.0
3655,Maharashtra,Bhandara,2025,6,2934.0,7798.0
3656,Maharashtra,Bhandara,2025,7,3016.0,6842.0
3657,Maharashtra,Bhandara,2025,9,7357.0,4753.0
3658,Maharashtra,Bhandara,2025,10,2357.0,8417.0
3659,Maharashtra,Bhandara,2025,11,3832.0,10314.0
3660,Maharashtra,Bhandara,2025,12,4654.0,6816.0
3661,Maharashtra,Buldhana,2025,3,6890.0,16501.0
3662,Maharashtra,Buldhana,2025,4,4843.0,13208.0
3663,Maharashtra,Buldhana,2025,5,5989.0,14168.0
3664,Maharashtra,Buldhana,2025,6,7569.0,18005.0
3665,Maharashtra,Buldhana,2025,7,11353.0,20976.0
3666,Maharashtra,Buldhana,2025,9,26339.0,12950.0
3667,Maharashtra,Buldhana,2025,10,5018.0,19173.0
3668,Maharashtra,Buldhana,2025,11,8723.0,34707.0
3669,Maharashtra,Buldhana,2025,12,10978.0,17848.0
3670,Maharashtra,Chandrapur,2025,3,7293.0,17284.0
3671,Maharashtra,Chandrapur,2025,4,5339.0,13857.0
3672,Maharashtra,Chandrapur,2025,5,6205.0,17308.0
3673,Maharashtra,Chandrapur,2025,6,6704.0,18292.0
3674,Maharashtra,Chandrapur,2025,7,7025.0,14987.0
3675,Maharashtra,Chandrapur,2025,9,9534.0,8823.0
3676,Maharashtra,Chandrapur,2025,10,2774.0,17211.0
3677,Maharashtra,Chandrapur,2025,11,6790.0,25324.0
3678,Maharashtra,Chandrapur,2025,12,14024.0,14860.0
3679,Maharashtra,Chatrapati Sambhaji Nagar,2025,3,11877.0,22024.0
3680,Maharashtra,Chatrapati Sambhaji Nagar,2025,4,8304.0,18724.0
3681,Maharashtra,Chatrapati Sambhaji Nagar,2025,5,9043.0,22293.0
3682,Maharashtra,Chatrapati Sambhaji Nagar,2025,6,11308.0,24478.0
3683,Maharashtra,Chatrapati Sambhaji Nagar,2025,7,18607.0,31000.0
3684,Maharashtra,Chatrapati Sambhaji Nagar,2025,9,19477.0,17859.0
3685,Maharashtra,Chatrapati Sambhaji Nagar,2025,10,5819.0,19103.0
3686,Maharashtra,Chatrapati Sambhaji Nagar,2025,11,11401.0,29817.0
3687,Maharashtra,Chatrapati Sambhaji Nagar,2025,12,15742.0,21568.0
3688,Maharashtra,Dharashiv,2025,3,7315.0,10669.0
3689,Maharashtra,Dharashiv,2025,4,5891.0,9984.0
3690,Maharashtra,Dharashiv,2025,5,6168.0,13058.0
3691,Maharashtra,Dharashiv,2025,6,7139.0,14376.0
3692,Maharashtra,Dharashiv,2025,7,8669.0,14003.0
3693,Maharashtra,Dharashiv,2025,9,9689.0,5436.0
3694,Maharashtra,Dharashiv,2025,10,2577.0,6330.0
3695,Maharashtra,Dharashiv,2025,11,6159.0,10496.0
3696,Maharashtra,Dharashiv,2025,12,9202.0,8537.0
3697,Maharashtra,Dhule,2025,3,5157.0,14043.0
3698,Maharashtra,Dhule,2025,4,5882.0,14299.0
3699,Maharashtra,Dhule,2025,5,7137.0,14966.0
3700,Maharashtra,Dhule,2025,6,7583.0,12312.0
3701,Maharashtra,Dhule,2025,7,13620.0,18986.0
3702,Maharashtra,Dhule,2025,9,13123.0,9751.0
3703,Maharashtra,Dhule,2025,10,3912.0,11546.0
3704,Maharashtra,Dhule,2025,11,7257.0,17711.0
3705,Maharashtra,Dhule,2025,12,8573.0,11996.0
3706,Maharashtra,Gadchiroli,2025,3,2665.0,9929.0
3707,Maharashtra,Gadchiroli,2025,4,2630.0,7706.0
3708,Maharashtra,Gadchiroli,2025,5,3105.0,8605.0
3709,Maharashtra,Gadchiroli,2025,6,4880.0,9991.0
3710,Maharashtra,Gadchiroli,2025,7,4989.0,9883.0
3711,Maharashtra,Gadchiroli,2025,9,5734.0,7537.0
3712,Maharashtra,Gadchiroli,2025,10,3138.0,17459.0
3713,Maharashtra,Gadchiroli,2025,11,4712.0,18931.0
3714,Maharashtra,Gadchiroli,2025,12,6737.0,12034.0
3715,Maharashtra,Gondia,2025,3,4074.0,7263.0
3716,Maharashtra,Gondia,2025,4,3227.0,4618.0
3717,Maharashtra,Gondia,2025,5,2717.0,6983.0
3718,Maharashtra,Gondia,2025,6,3374.0,6361.0
3719,Maharashtra,Gondia,2025,7,4090.0,6029.0
3720,Maharashtra,Gondia,2025,9,7325.0,4787.0
3721,Maharashtra,Gondia,2025,10,2097.0,9823.0
3722,Maharashtra,Gondia,2025,11,3673.0,10301.0
3723,Maharashtra,Gondia,2025,12,4964.0,7081.0
3724,Maharashtra,Hingoli,2025,3,2200.0,5880.0
3725,Maharashtra,Hingoli,2025,4,3222.0,6628.0
3726,Maharashtra,Hingoli,2025,5,3574.0,8537.0
3727,Maharashtra,Hingoli,2025,6,4905.0,8797.0
3728,Maharashtra,Hingoli,2025,7,6458.0,11208.0
3729,Maharashtra,Hingoli,2025,9,9298.0,6065.0
3730,Maharashtra,Hingoli,2025,10,2515.0,6741.0
3731,Maharashtra,Hingoli,2025,11,3779.0,9719.0
3732,Maharashtra,Hingoli,2025,12,9740.0,7807.0
3733,Maharashtra,Jalgaon,2025,3,11108.0,29512.0
3734,Maharashtra,Jalgaon,2025,4,12325.0,25017.0
3735,Maharashtra,Jalgaon,2025,5,12305.0,30929.0
3736,Maharashtra,Jalgaon,2025,6,15434.0,34928.0
3737,Maharashtra,Jalgaon,2025,7,24048.0,38429.0
3738,Maharashtra,Jalgaon,2025,9,27621.0,21601.0
3739,Maharashtra,Jalgaon,2025,10,7690.0,29441.0
3740,Maharashtra,Jalgaon,2025,11,13599.0,36168.0
3741,Maharashtra,Jalgaon,2025,12,24723.0,22506.0
3742,Maharashtra,Jalna,2025,3,5388.0,11402.0
3743,Maharashtra,Jalna,2025,4,4561.0,10514.0
3744,Maharashtra,Jalna,2025,5,5279.0,13214.0
3745,Maharashtra,Jalna,2025,6,7067.0,13737.0
3746,Maharashtra,Jalna,2025,7,12373.0,19535.0
3747,Maharashtra,Jalna,2025,9,16007.0,9891.0
3748,Maharashtra,Jalna,2025,10,3866.0,13508.0
3749,Maharashtra,Jalna,2025,11,7752.0,16812.0
3750,Maharashtra,Jalna,2025,12,9527.0,12259.0
3751,Maharashtra,Kolhapur,2025,3,9588.0,18096.0
3752,Maharashtra,Kolhapur,2025,4,15200.0,16393.0
3753,Maharashtra,Kolhapur,2025,5,11630.0,19495.0
3754,Maharashtra,Kolhapur,2025,6,10364.0,19311.0
3755,Maharashtra,Kolhapur,2025,7,13465.0,21236.0
3756,Maharashtra,Kolhapur,2025,9,28172.0,11183.0
3757,Maharashtra,Kolhapur,2025,10,5675.0,11931.0
3758,Maharashtra,Kolhapur,2025,11,10119.0,19370.0
3759,Maharashtra,Kolhapur,2025,12,14197.0,15659.0
3760,Maharashtra,Latur,2025,3,9558.0,19388.0
3761,Maharashtra,Latur,2025,4,8274.0,21319.0
3762,Maharashtra,Latur,2025,5,7842.0,28794.0
3763,Maharashtra,Latur,2025,6,8251.0,24852.0
3764,Maharashtra,Latur,2025,7,9541.0,21878.0
3765,Maharashtra,Latur,2025,9,12159.0,10367.0
3766,Maharashtra,Latur,2025,10,4097.0,12268.0
3767,Maharashtra,Latur,2025,11,6738.0,20645.0
3768,Maharashtra,Latur,2025,12,7915.0,12855.0
3769,Maharashtra,Mumbai,2025,3,7636.0,31432.0
3770,Maharashtra,Mumbai,2025,4,10735.0,29324.0
3771,Maharashtra,Mumbai,2025,5,14123.0,31216.0
3772,Maharashtra,Mumbai,2025,6,12543.0,32461.0
3773,Maharashtra,Mumbai,2025,7,14741.0,38238.0
3774,Maharashtra,Mumbai,2025,9,15229.0,22100.0
